Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude,Father_Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude,Mother_Name,Birth Date,Phone Number,Citizen,Country
Amy,2007-09-23,+44(0)1164960437,False,Iceland,56186,1996,23:39:52,-106.388023,86.318984,Carlos,2007-09-23,+44(0)1164960437,False,Iceland,56186,1996,23:39:52,-106.388023,86.318984,Amy,2007-09-23,+44(0)1164960437,False,Iceland
Michael,2000-03-26,+44(0)1632 960854,True,Georgia,45338,1996,20:50:27,158.938575,37.5594125,Laurie,2000-03-26,+44(0)1632 960854,True,Georgia,45338,1996,20:50:27,158.938575,37.5594125,Christopher,2000-03-26,+44(0)1632 960854,True,Georgia
Kevin,1986-04-19,+441134960726,False,French Guiana,51107,1982,04:34:53,-127.056948,-10.005168,Stephanie,1986-04-19,+441134960726,False,French Guiana,51107,1982,04:34:53,-127.056948,-10.005168,Mitchell,1986-04-19,+441134960726,False,French Guiana
Nichole,1971-03-16,(029) 2018 0886,False,Equatorial Guinea,97868,2015,04:25:58,10.619096,50.798407,Jeffrey,1971-03-16,(029) 2018 0886,False,Equatorial Guinea,97868,2015,04:25:58,10.619096,50.798407,William,1971-03-16,(029) 2018 0886,False,Equatorial Guinea
Joseph,2015-04-05,0117 4960625,True,Dominican Republic,68087,2011,08:37:03,-73.230650,-58.0161655,Alexis,2015-04-05,0117 4960625,True,Dominican Republic,68087,2011,08:37:03,-73.230650,-58.0161655,Lisa,2015-04-05,0117 4960625,True,Dominican Republic
Stacy,1990-05-14,+44(0)117 496 0337,True,Norway,02016,2019,19:02:04,122.299017,59.846202,Brian,1990-05-14,+44(0)117 496 0337,True,Norway,02016,2019,19:02:04,122.299017,59.846202,Amy,1990-05-14,+44(0)117 496 0337,True,Norway
Jill,1993-09-06,(0306) 999 0096,False,Belarus,26690,2005,10:56:37,119.091274,-83.365581,Christopher,1993-09-06,(0306) 999 0096,False,Belarus,26690,2005,10:56:37,119.091274,-83.365581,Jason,1993-09-06,(0306) 999 0096,False,Belarus
Caleb,2000-12-02,+44151 496 0925,False,Mongolia,90727,1971,15:04:16,-105.283998,46.1676015,Sarah,2000-12-02,+44151 496 0925,False,Mongolia,90727,1971,15:04:16,-105.283998,46.1676015,Michael,2000-12-02,+44151 496 0925,False,Mongolia
Jeremy,1996-04-16,+44114 496 0399,False,Morocco,40136,1980,01:16:21,-123.666811,57.3544955,Nicholas,1996-04-16,+44114 496 0399,False,Morocco,40136,1980,01:16:21,-123.666811,57.3544955,Heather,1996-04-16,+44114 496 0399,False,Morocco
Lisa,1989-03-01,+44(0)131 4960423,True,Sweden,30854,1995,18:35:00,-131.655724,70.668721,Peter,1989-03-01,+44(0)131 4960423,True,Sweden,30854,1995,18:35:00,-131.655724,70.668721,Jeffrey,1989-03-01,+44(0)131 4960423,True,Sweden
Amber,2009-04-01,(0161)4960589,True,Latvia,02341,1972,23:41:08,111.155284,-8.600401,Adam,2009-04-01,(0161)4960589,True,Latvia,02341,1972,23:41:08,111.155284,-8.600401,Jennifer,2009-04-01,(0161)4960589,True,Latvia
William,2014-05-26,(0114)4960906,True,Cuba,22292,1986,07:02:18,172.706601,-28.7584595,Tim,2014-05-26,(0114)4960906,True,Cuba,22292,1986,07:02:18,172.706601,-28.7584595,Maria,2014-05-26,(0114)4960906,True,Cuba
Rebecca,1975-07-14,01214960830,True,Palestinian Territory,16611,1979,17:21:28,49.814312,-67.847668,Robert,1975-07-14,01214960830,True,Palestinian Territory,16611,1979,17:21:28,49.814312,-67.847668,Timothy,1975-07-14,01214960830,True,Palestinian Territory
Monica,1993-11-03,+44(0)28 9018 0886,False,Burundi,65438,2019,21:07:04,-76.947582,-41.0734875,Kathleen,1993-11-03,+44(0)28 9018 0886,False,Burundi,65438,2019,21:07:04,-76.947582,-41.0734875,Lori,1993-11-03,+44(0)28 9018 0886,False,Burundi
Danielle,1997-06-20,(0113) 4960139,False,Netherlands,32571,1998,21:19:58,-47.279530,28.3254685,Stephen,1997-06-20,(0113) 4960139,False,Netherlands,32571,1998,21:19:58,-47.279530,28.3254685,Madison,1997-06-20,(0113) 4960139,False,Netherlands
John,1988-05-11,0306 9990977,False,Belize,63679,1970,13:29:54,64.786952,-36.7666735,Jessica,1988-05-11,0306 9990977,False,Belize,63679,1970,13:29:54,64.786952,-36.7666735,Carlos,1988-05-11,0306 9990977,False,Belize
Joseph,2017-02-03,(0113)4960554,False,Lithuania,61299,2018,01:07:43,-124.782867,-65.409467,Jesus,2017-02-03,(0113)4960554,False,Lithuania,61299,2018,01:07:43,-124.782867,-65.409467,Cameron,2017-02-03,(0113)4960554,False,Lithuania
Kristen,1980-09-29,0306 9990622,False,New Zealand,58985,1984,09:32:59,-91.689803,-84.454377,Debra,1980-09-29,0306 9990622,False,New Zealand,58985,1984,09:32:59,-91.689803,-84.454377,Richard,1980-09-29,0306 9990622,False,New Zealand
Ronald,2013-09-27,0161 496 0094,True,Lebanon,78779,1994,09:23:23,141.631983,48.815675,William,2013-09-27,0161 496 0094,True,Lebanon,78779,1994,09:23:23,141.631983,48.815675,Yvette,2013-09-27,0161 496 0094,True,Lebanon
Kaylee,2019-08-22,+4429 2018044,False,Lebanon,80793,1985,07:08:39,-137.805962,-5.2953775,Brian,2019-08-22,+4429 2018044,False,Lebanon,80793,1985,07:08:39,-137.805962,-5.2953775,Kyle,2019-08-22,+4429 2018044,False,Lebanon
Tanya,1971-11-23,+443069990019,False,Cuba,56658,1982,03:27:41,121.785901,-11.0137395,Keith,1971-11-23,+443069990019,False,Cuba,56658,1982,03:27:41,121.785901,-11.0137395,Emily,1971-11-23,+443069990019,False,Cuba
Brenda,2002-12-17,0115 496 0574,False,Saint Pierre and Miquelon,08341,1989,04:44:41,-161.883913,6.050315,Timothy,2002-12-17,0115 496 0574,False,Saint Pierre and Miquelon,08341,1989,04:44:41,-161.883913,6.050315,Kristin,2002-12-17,0115 496 0574,False,Saint Pierre and Miquelon
Jennifer,2020-05-07,0116 4960704,False,Indonesia,49534,2017,08:50:55,-115.108237,34.086438,Andrew,2020-05-07,0116 4960704,False,Indonesia,49534,2017,08:50:55,-115.108237,34.086438,Patricia,2020-05-07,0116 4960704,False,Indonesia
Derek,2017-02-05,029 2018 0732,True,Tuvalu,69996,1983,09:54:07,2.884790,69.1410585,Crystal,2017-02-05,029 2018 0732,True,Tuvalu,69996,1983,09:54:07,2.884790,69.1410585,Christina,2017-02-05,029 2018 0732,True,Tuvalu
Sherri,1972-10-14,0118 4960730,False,Maldives,24396,1995,19:52:07,78.578763,-48.8997495,Benjamin,1972-10-14,0118 4960730,False,Maldives,24396,1995,19:52:07,78.578763,-48.8997495,Regina,1972-10-14,0118 4960730,False,Maldives
Mandy,2017-03-10,(0306) 9990974,True,Iraq,09936,1980,20:03:51,-120.188403,82.5689465,Mark,2017-03-10,(0306) 9990974,True,Iraq,09936,1980,20:03:51,-120.188403,82.5689465,Yolanda,2017-03-10,(0306) 9990974,True,Iraq
Corey,1998-04-30,02074960218,True,Bulgaria,52460,2006,23:31:16,33.832237,67.796511,Derek,1998-04-30,02074960218,True,Bulgaria,52460,2006,23:31:16,33.832237,67.796511,Emily,1998-04-30,02074960218,True,Bulgaria
Cody,1985-07-25,01184960346,True,Moldova,09545,2000,20:13:57,48.531152,-30.367884,Elizabeth,1985-07-25,01184960346,True,Moldova,09545,2000,20:13:57,48.531152,-30.367884,Travis,1985-07-25,01184960346,True,Moldova
Matthew,2020-09-27,+4428 9018954,True,Saint Helena,83046,2020,20:09:08,-104.745491,18.759982,Amy,2020-09-27,+4428 9018954,True,Saint Helena,83046,2020,20:09:08,-104.745491,18.759982,Marcia,2020-09-27,+4428 9018954,True,Saint Helena
Megan,2019-05-08,02074960976,False,San Marino,16038,1996,13:39:17,-28.313510,68.8378415,Maria,2019-05-08,02074960976,False,San Marino,16038,1996,13:39:17,-28.313510,68.8378415,Shannon,2019-05-08,02074960976,False,San Marino
Julie,2003-04-29,+44(0)116 4960135,True,Saint Kitts and Nevis,06517,1971,12:09:45,46.643943,75.954358,Ashley,2003-04-29,+44(0)116 4960135,True,Saint Kitts and Nevis,06517,1971,12:09:45,46.643943,75.954358,Rita,2003-04-29,+44(0)116 4960135,True,Saint Kitts and Nevis
Michael,1998-06-26,0114 4960345,False,Congo,63308,1993,07:46:41,-58.340348,-88.4088355,Summer,1998-06-26,0114 4960345,False,Congo,63308,1993,07:46:41,-58.340348,-88.4088355,Randy,1998-06-26,0114 4960345,False,Congo
William,1993-09-16,(0151)4960690,False,Austria,92532,1978,10:48:57,35.110548,-46.465314,Rebecca,1993-09-16,(0151)4960690,False,Austria,92532,1978,10:48:57,35.110548,-46.465314,Jennifer,1993-09-16,(0151)4960690,False,Austria
Andres,1972-02-25,(0117)4960905,True,American Samoa,90420,1999,18:56:01,111.619335,22.7895505,Jesse,1972-02-25,(0117)4960905,True,American Samoa,90420,1999,18:56:01,111.619335,22.7895505,Greg,1972-02-25,(0117)4960905,True,American Samoa
Joel,1997-12-14,01144960452,False,Peru,03830,1972,01:39:50,22.283171,34.873496,Norman,1997-12-14,01144960452,False,Peru,03830,1972,01:39:50,22.283171,34.873496,Sheila,1997-12-14,01144960452,False,Peru
Denise,2003-03-20,(0808) 157 0728,False,Netherlands,56609,1985,17:49:26,-84.584545,-43.437266,Kyle,2003-03-20,(0808) 157 0728,False,Netherlands,56609,1985,17:49:26,-84.584545,-43.437266,David,2003-03-20,(0808) 157 0728,False,Netherlands
Edwin,1980-02-17,(028) 9018 0261,False,Angola,55499,1971,09:36:15,-115.954100,-60.1530835,Stacy,1980-02-17,(028) 9018 0261,False,Angola,55499,1971,09:36:15,-115.954100,-60.1530835,Joseph,1980-02-17,(028) 9018 0261,False,Angola
Brandon,2004-09-25,(020) 7496 0802,False,Guernsey,44147,2007,23:47:52,-148.711369,-2.1332815,Justin,2004-09-25,(020) 7496 0802,False,Guernsey,44147,2007,23:47:52,-148.711369,-2.1332815,Mary,2004-09-25,(020) 7496 0802,False,Guernsey
Curtis,1988-01-09,+44(0)117 4960365,False,Netherlands,82981,1990,11:52:24,-137.044685,-11.122920,Deanna,1988-01-09,+44(0)117 4960365,False,Netherlands,82981,1990,11:52:24,-137.044685,-11.122920,Colton,1988-01-09,+44(0)117 4960365,False,Netherlands
Stephanie,2016-08-27,+4420 7496 0897,True,Kenya,34734,1970,16:32:30,-63.442256,-60.9750405,Karen,2016-08-27,+4420 7496 0897,True,Kenya,34734,1970,16:32:30,-63.442256,-60.9750405,Jennifer,2016-08-27,+4420 7496 0897,True,Kenya
Pamela,1997-04-29,+441632 960 268,True,Palestinian Territory,21136,1975,23:04:58,117.943500,34.7104925,Rebecca,1997-04-29,+441632 960 268,True,Palestinian Territory,21136,1975,23:04:58,117.943500,34.7104925,Holly,1997-04-29,+441632 960 268,True,Palestinian Territory
Jeffery,1983-02-07,(0131)4960164,False,Gambia,39526,2004,18:33:31,23.036280,66.2155865,Amanda,1983-02-07,(0131)4960164,False,Gambia,39526,2004,18:33:31,23.036280,66.2155865,Kurt,1983-02-07,(0131)4960164,False,Gambia
Thomas,1991-10-03,01134960885,True,Cameroon,38831,1970,14:45:55,-77.692148,-17.7061105,John,1991-10-03,01134960885,True,Cameroon,38831,1970,14:45:55,-77.692148,-17.7061105,Ian,1991-10-03,01134960885,True,Cameroon
Lindsey,2003-04-29,0306 9990108,True,Belarus,24196,1984,20:42:49,149.598844,32.0321475,Joel,2003-04-29,0306 9990108,True,Belarus,24196,1984,20:42:49,149.598844,32.0321475,Jason,2003-04-29,0306 9990108,True,Belarus
Elizabeth,1979-03-09,(028) 9018 0454,True,Tuvalu,09366,1987,05:03:28,-170.623364,41.7441565,Larry,1979-03-09,(028) 9018 0454,True,Tuvalu,09366,1987,05:03:28,-170.623364,41.7441565,Carrie,1979-03-09,(028) 9018 0454,True,Tuvalu
Christopher,1978-01-08,(0191) 496 0063,False,Moldova,27772,2016,21:22:37,145.420561,-59.3889265,Mary,1978-01-08,(0191) 496 0063,False,Moldova,27772,2016,21:22:37,145.420561,-59.3889265,Julie,1978-01-08,(0191) 496 0063,False,Moldova
Larry,1978-10-11,0151 496 0708,False,Lesotho,31128,1983,22:49:01,29.203882,43.7043285,Michele,1978-10-11,0151 496 0708,False,Lesotho,31128,1983,22:49:01,29.203882,43.7043285,Andrew,1978-10-11,0151 496 0708,False,Lesotho
Gloria,1973-07-17,(0141)4960211,True,Samoa,91917,1985,10:36:38,-41.717328,-49.952674,Carlos,1973-07-17,(0141)4960211,True,Samoa,91917,1985,10:36:38,-41.717328,-49.952674,Gregory,1973-07-17,(0141)4960211,True,Samoa
Diana,1989-12-06,+4420 74960576,False,French Polynesia,82048,1998,19:39:11,23.189297,49.9305245,Mitchell,1989-12-06,+4420 74960576,False,French Polynesia,82048,1998,19:39:11,23.189297,49.9305245,Sandra,1989-12-06,+4420 74960576,False,French Polynesia
Cynthia,1979-08-08,+44(0)3069990608,False,Montserrat,80022,2010,06:32:44,-139.588173,-0.6506895,Cynthia,1979-08-08,+44(0)3069990608,False,Montserrat,80022,2010,06:32:44,-139.588173,-0.6506895,Sarah,1979-08-08,+44(0)3069990608,False,Montserrat
Michelle,2011-01-04,0191 498 0039,False,Guam,27174,1976,04:44:43,-175.126141,-16.0985845,Jason,2011-01-04,0191 498 0039,False,Guam,27174,1976,04:44:43,-175.126141,-16.0985845,Jacob,2011-01-04,0191 498 0039,False,Guam
Stacie,2015-07-10,+44(0)1414960195,True,Monaco,61311,1999,02:33:34,47.782662,12.462755,Dillon,2015-07-10,+44(0)1414960195,True,Monaco,61311,1999,02:33:34,47.782662,12.462755,Brittany,2015-07-10,+44(0)1414960195,True,Monaco
Amy,2003-05-12,(0141) 4960915,True,Egypt,37377,1971,01:11:03,85.205591,-87.5315355,Kathryn,2003-05-12,(0141) 4960915,True,Egypt,37377,1971,01:11:03,85.205591,-87.5315355,Katherine,2003-05-12,(0141) 4960915,True,Egypt
John,1991-12-23,(0151) 496 0389,True,Bahrain,79700,2001,14:22:40,-106.027423,3.8707275,John,1991-12-23,(0151) 496 0389,True,Bahrain,79700,2001,14:22:40,-106.027423,3.8707275,Jennifer,1991-12-23,(0151) 496 0389,True,Bahrain
Antonio,1980-10-26,(0121) 4960171,True,Grenada,15489,1996,05:34:31,-124.931297,-79.876026,Michael,1980-10-26,(0121) 4960171,True,Grenada,15489,1996,05:34:31,-124.931297,-79.876026,Anthony,1980-10-26,(0121) 4960171,True,Grenada
Tiffany,2015-09-25,0131 496 0206,False,Ukraine,94911,2001,05:21:24,-136.519629,-42.9918675,Ryan,2015-09-25,0131 496 0206,False,Ukraine,94911,2001,05:21:24,-136.519629,-42.9918675,Dustin,2015-09-25,0131 496 0206,False,Ukraine
Annette,2004-09-25,+441154960781,False,Saint Pierre and Miquelon,36949,2011,19:55:14,168.435709,25.121958,Matthew,2004-09-25,+441154960781,False,Saint Pierre and Miquelon,36949,2011,19:55:14,168.435709,25.121958,Katherine,2004-09-25,+441154960781,False,Saint Pierre and Miquelon
Ashley,2017-05-29,(01632)960076,False,Cape Verde,10418,1990,21:18:41,94.485731,-74.858422,Christopher,2017-05-29,(01632)960076,False,Cape Verde,10418,1990,21:18:41,94.485731,-74.858422,Barry,2017-05-29,(01632)960076,False,Cape Verde
Kathryn,2018-01-17,(0141)4960698,True,Uganda,87186,1984,23:25:18,-95.600836,39.2585335,Patrick,2018-01-17,(0141)4960698,True,Uganda,87186,1984,23:25:18,-95.600836,39.2585335,Ashlee,2018-01-17,(0141)4960698,True,Uganda
Billy,2007-11-08,+44(0)121 496 0542,True,Comoros,10345,1982,08:27:47,66.837643,8.8701695,Ellen,2007-11-08,+44(0)121 496 0542,True,Comoros,10345,1982,08:27:47,66.837643,8.8701695,Steven,2007-11-08,+44(0)121 496 0542,True,Comoros
Joshua,2014-05-02,+44(0)141 496 0414,False,Luxembourg,09436,1986,09:56:17,46.312990,-41.1557785,Cassandra,2014-05-02,+44(0)141 496 0414,False,Luxembourg,09436,1986,09:56:17,46.312990,-41.1557785,Kimberly,2014-05-02,+44(0)141 496 0414,False,Luxembourg
April,1977-12-31,+44306 9990538,True,China,85387,1971,19:42:47,101.916185,-6.159384,Charles,1977-12-31,+44306 9990538,True,China,85387,1971,19:42:47,101.916185,-6.159384,Tanner,1977-12-31,+44306 9990538,True,China
Randy,2017-11-21,0151 496 0811,False,Lithuania,42828,1979,20:03:47,38.929400,-2.5305165,Alison,2017-11-21,0151 496 0811,False,Lithuania,42828,1979,20:03:47,38.929400,-2.5305165,David,2017-11-21,0151 496 0811,False,Lithuania
Justin,1988-08-03,0116 496 0817,False,Wallis and Futuna,47817,2016,05:20:15,-174.906360,-37.8527515,Carolyn,1988-08-03,0116 496 0817,False,Wallis and Futuna,47817,2016,05:20:15,-174.906360,-37.8527515,Lisa,1988-08-03,0116 496 0817,False,Wallis and Futuna
Dennis,1981-01-06,0114 4960465,True,Lithuania,60451,1993,16:48:00,77.403763,59.400254,Mark,1981-01-06,0114 4960465,True,Lithuania,60451,1993,16:48:00,77.403763,59.400254,William,1981-01-06,0114 4960465,True,Lithuania
Jeffrey,1994-06-18,+44(0)20 7496 0869,False,Comoros,79627,2008,13:10:51,69.292042,69.9091315,Gloria,1994-06-18,+44(0)20 7496 0869,False,Comoros,79627,2008,13:10:51,69.292042,69.9091315,Karina,1994-06-18,+44(0)20 7496 0869,False,Comoros
Cody,1976-07-17,(028)9018876,True,Jamaica,32987,2013,13:29:45,-41.816777,61.083669,Jerry,1976-07-17,(028)9018876,True,Jamaica,32987,2013,13:29:45,-41.816777,61.083669,Brian,1976-07-17,(028)9018876,True,Jamaica
Anthony,1976-02-24,+44161 496 0402,False,Suriname,59093,1991,12:14:58,71.371880,-19.3525445,Jennifer,1976-02-24,+44161 496 0402,False,Suriname,59093,1991,12:14:58,71.371880,-19.3525445,Mary,1976-02-24,+44161 496 0402,False,Suriname
Tyler,2006-11-22,(0909) 879 0598,True,Central African Republic,97262,2010,13:45:43,-91.046012,40.941026,Richard,2006-11-22,(0909) 879 0598,True,Central African Republic,97262,2010,13:45:43,-91.046012,40.941026,Christine,2006-11-22,(0909) 879 0598,True,Central African Republic
Brian,2015-07-16,+44289018385,False,Romania,87466,2021,01:09:58,154.542940,36.6636045,Jonathan,2015-07-16,+44289018385,False,Romania,87466,2021,01:09:58,154.542940,36.6636045,Natasha,2015-07-16,+44289018385,False,Romania
James,1992-02-02,(0113)4960452,True,Iraq,53807,1988,18:35:11,19.404720,62.8655845,Marilyn,1992-02-02,(0113)4960452,True,Iraq,53807,1988,18:35:11,19.404720,62.8655845,Paul,1992-02-02,(0113)4960452,True,Iraq
Shannon,1993-07-02,+44(0)1514960596,False,New Caledonia,55861,1976,02:16:05,123.869687,41.9387175,Amy,1993-07-02,+44(0)1514960596,False,New Caledonia,55861,1976,02:16:05,123.869687,41.9387175,Emily,1993-07-02,+44(0)1514960596,False,New Caledonia
Robert,1976-12-10,0191 498 0704,False,Angola,34187,1973,01:47:08,-76.296598,-83.4596855,Marcus,1976-12-10,0191 498 0704,False,Angola,34187,1973,01:47:08,-76.296598,-83.4596855,Robert,1976-12-10,0191 498 0704,False,Angola
Christopher,1991-07-18,(029) 2018 0132,True,Tanzania,77404,1978,18:40:21,-151.867113,38.486543,Donald,1991-07-18,(029) 2018 0132,True,Tanzania,77404,1978,18:40:21,-151.867113,38.486543,John,1991-07-18,(029) 2018 0132,True,Tanzania
Paul,1978-10-19,+44(0)1614960896,True,Bermuda,39130,1982,03:02:54,43.479593,79.6985495,Debra,1978-10-19,+44(0)1614960896,True,Bermuda,39130,1982,03:02:54,43.479593,79.6985495,Lori,1978-10-19,+44(0)1614960896,True,Bermuda
Yvette,1981-01-02,+44(0)117 496 0412,True,Nicaragua,62633,1998,21:19:02,83.013667,79.594225,Lori,1981-01-02,+44(0)117 496 0412,True,Nicaragua,62633,1998,21:19:02,83.013667,79.594225,Alexander,1981-01-02,+44(0)117 496 0412,True,Nicaragua
Christopher,2003-10-29,(0141) 496 0010,True,Norfolk Island,97957,1970,04:05:08,-51.050676,11.7965365,Gabrielle,2003-10-29,(0141) 496 0010,True,Norfolk Island,97957,1970,04:05:08,-51.050676,11.7965365,James,2003-10-29,(0141) 496 0010,True,Norfolk Island
Corey,2001-06-02,(020) 74960962,False,Zambia,03432,1993,13:07:17,38.348002,13.870212,Brenda,2001-06-02,(020) 74960962,False,Zambia,03432,1993,13:07:17,38.348002,13.870212,Kathleen,2001-06-02,(020) 74960962,False,Zambia
Brooke,1979-11-06,0117 4960552,False,Montenegro,05090,1996,15:07:37,103.871168,-50.112899,Connie,1979-11-06,0117 4960552,False,Montenegro,05090,1996,15:07:37,103.871168,-50.112899,Tommy,1979-11-06,0117 4960552,False,Montenegro
Jerry,1979-12-25,020 7946 0960,False,Timor-Leste,93634,2000,05:17:39,23.146880,88.2127495,David,1979-12-25,020 7946 0960,False,Timor-Leste,93634,2000,05:17:39,23.146880,88.2127495,Kimberly,1979-12-25,020 7946 0960,False,Timor-Leste
Sabrina,1988-11-15,(0116) 4960595,True,Northern Mariana Islands,10038,2003,02:12:22,-66.072256,55.4764895,Samuel,1988-11-15,(0116) 4960595,True,Northern Mariana Islands,10038,2003,02:12:22,-66.072256,55.4764895,Sherry,1988-11-15,(0116) 4960595,True,Northern Mariana Islands
Joseph,2018-02-12,(0306) 9990269,True,Dominica,93177,1994,01:38:46,91.009608,16.890106,Megan,2018-02-12,(0306) 9990269,True,Dominica,93177,1994,01:38:46,91.009608,16.890106,Robin,2018-02-12,(0306) 9990269,True,Dominica
Larry,2017-12-15,+44(0)20 74960659,False,United States of America,77453,2011,16:34:46,137.037961,33.917013,Susan,2017-12-15,+44(0)20 74960659,False,United States of America,77453,2011,16:34:46,137.037961,33.917013,Tricia,2017-12-15,+44(0)20 74960659,False,United States of America
Amanda,2009-04-30,(01632) 960161,False,Mayotte,71200,2021,05:25:23,-160.364114,-29.9891825,Gary,2009-04-30,(01632) 960161,False,Mayotte,71200,2021,05:25:23,-160.364114,-29.9891825,Charles,2009-04-30,(01632) 960161,False,Mayotte
Michele,1983-12-13,+44(0)29 2018036,True,Western Sahara,82005,1985,01:53:16,97.824196,72.833311,Harry,1983-12-13,+44(0)29 2018036,True,Western Sahara,82005,1985,01:53:16,97.824196,72.833311,Cory,1983-12-13,+44(0)29 2018036,True,Western Sahara
Tiffany,1988-04-21,+44115 4960115,False,Albania,95831,1973,22:28:31,-59.223203,-74.2600795,Donna,1988-04-21,+44115 4960115,False,Albania,95831,1973,22:28:31,-59.223203,-74.2600795,Joshua,1988-04-21,+44115 4960115,False,Albania
Cassandra,1983-03-03,+44(0)1174960317,False,Armenia,25634,1983,21:23:16,-64.001960,-4.293732,Christine,1983-03-03,+44(0)1174960317,False,Armenia,25634,1983,21:23:16,-64.001960,-4.293732,Brandon,1983-03-03,+44(0)1174960317,False,Armenia
Cory,2001-03-07,+443069990511,False,Palestinian Territory,36682,1997,18:50:33,-84.807923,60.349702,Chris,2001-03-07,+443069990511,False,Palestinian Territory,36682,1997,18:50:33,-84.807923,60.349702,Frederick,2001-03-07,+443069990511,False,Palestinian Territory
Michael,1974-03-31,+44(0)191 4960906,False,Afghanistan,09861,2015,04:01:36,-105.915588,9.8234875,Justin,1974-03-31,+44(0)191 4960906,False,Afghanistan,09861,2015,04:01:36,-105.915588,9.8234875,Joseph,1974-03-31,+44(0)191 4960906,False,Afghanistan
Ruth,1999-04-04,(0191)4960110,True,Aruba,19658,1986,19:38:30,-153.080652,-34.3308575,Joseph,1999-04-04,(0191)4960110,True,Aruba,19658,1986,19:38:30,-153.080652,-34.3308575,Samantha,1999-04-04,(0191)4960110,True,Aruba
Kimberly,2017-08-07,+443069990269,True,Oman,87929,1981,05:44:29,-74.555334,-30.4810775,Tiffany,2017-08-07,+443069990269,True,Oman,87929,1981,05:44:29,-74.555334,-30.4810775,William,2017-08-07,+443069990269,True,Oman
Audrey,1976-10-08,+44(0)1134960934,False,Pitcairn Islands,59043,1970,06:58:35,46.629881,7.4716725,Sydney,1976-10-08,+44(0)1134960934,False,Pitcairn Islands,59043,1970,06:58:35,46.629881,7.4716725,Brian,1976-10-08,+44(0)1134960934,False,Pitcairn Islands
Peter,2013-11-25,+441134960887,False,Grenada,16705,1984,03:09:23,-65.688714,31.2626665,Gary,2013-11-25,+441134960887,False,Grenada,16705,1984,03:09:23,-65.688714,31.2626665,Christina,2013-11-25,+441134960887,False,Grenada
Joshua,1977-01-26,+441614960226,False,Mongolia,05819,2020,14:16:53,87.312882,-15.851322,Kathleen,1977-01-26,+441614960226,False,Mongolia,05819,2020,14:16:53,87.312882,-15.851322,Amy,1977-01-26,+441614960226,False,Mongolia
Christopher,1975-02-01,(0113)4960262,False,Eritrea,55098,1991,20:40:04,85.828287,-26.259431,Dawn,1975-02-01,(0113)4960262,False,Eritrea,55098,1991,20:40:04,85.828287,-26.259431,Lisa,1975-02-01,(0113)4960262,False,Eritrea
Julia,2007-05-29,0121 496 0599,False,Canada,54948,2014,01:47:12,-60.128066,-4.0598455,Andrea,2007-05-29,0121 496 0599,False,Canada,54948,2014,01:47:12,-60.128066,-4.0598455,Marc,2007-05-29,0121 496 0599,False,Canada
Keith,1977-10-14,01414960565,True,Honduras,62024,1978,19:30:05,135.371393,33.094853,Ronald,1977-10-14,01414960565,True,Honduras,62024,1978,19:30:05,135.371393,33.094853,Jessica,1977-10-14,01414960565,True,Honduras
Ryan,1976-05-23,(0118)4960839,True,Cape Verde,41188,2004,16:22:31,-70.056974,4.8879575,Thomas,1976-05-23,(0118)4960839,True,Cape Verde,41188,2004,16:22:31,-70.056974,4.8879575,Brandon,1976-05-23,(0118)4960839,True,Cape Verde
Katie,2010-11-06,0306 9990980,False,Bangladesh,39248,1975,16:22:55,156.870518,78.947604,Isaiah,2010-11-06,0306 9990980,False,Bangladesh,39248,1975,16:22:55,156.870518,78.947604,Jonathan,2010-11-06,0306 9990980,False,Bangladesh
Dean,2003-10-24,(0115)4960100,False,Mozambique,80630,2017,20:24:29,8.514922,-72.153186,Kelsey,2003-10-24,(0115)4960100,False,Mozambique,80630,2017,20:24:29,8.514922,-72.153186,Breanna,2003-10-24,(0115)4960100,False,Mozambique
Darrell,1990-12-17,01632 960469,False,Qatar,45458,1992,04:03:28,174.774532,39.069781,Megan,1990-12-17,01632 960469,False,Qatar,45458,1992,04:03:28,174.774532,39.069781,Jennifer,1990-12-17,01632 960469,False,Qatar
Crystal,2008-10-14,0141 496 0375,False,Sierra Leone,46853,1977,01:57:13,-100.711146,-26.962553,Nathan,2008-10-14,0141 496 0375,False,Sierra Leone,46853,1977,01:57:13,-100.711146,-26.962553,Sarah,2008-10-14,0141 496 0375,False,Sierra Leone
Peter,1979-12-24,(0151) 496 0114,False,Bahamas,68097,1987,02:43:47,-136.004831,81.9792515,Mark,1979-12-24,(0151) 496 0114,False,Bahamas,68097,1987,02:43:47,-136.004831,81.9792515,Kenneth,1979-12-24,(0151) 496 0114,False,Bahamas
Christopher,1993-08-16,(029) 2018949,False,Benin,41254,1977,21:03:46,153.560990,-81.572875,David,1993-08-16,(029) 2018949,False,Benin,41254,1977,21:03:46,153.560990,-81.572875,Susan,1993-08-16,(029) 2018949,False,Benin
Matthew,1999-12-01,0118 4960859,True,Tanzania,30615,2004,20:22:40,-95.182487,-32.985158,Francisco,1999-12-01,0118 4960859,True,Tanzania,30615,2004,20:22:40,-95.182487,-32.985158,Misty,1999-12-01,0118 4960859,True,Tanzania
